9e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 2
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 4
1e-08, 2
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 2
1e-08, 0
1e-08, 2
1e-08, 4
1e-08, 2
1e-08, 2
1e-08, 2
1e-08, 0
1e-08, 3
1e-08, 2
1e-08, 2
1e-08, 4
1e-08, 6
1e-08, 4
1e-08, 4
1e-08, 0
1e-08, 2
1e-08, 2
1e-08, 4
1e-08, 0
1e-08, 5
1e-08, 10
1e-08, 0
1e-08, 14
1e-08, 10
1e-08, 4
1e-08, 2
1e-08, 6
1e-08, 3
2e-08, 13
1e-08, 2
1e-08, 4
1e-08, 11
1e-08, 7
1e-08, 4
1e-08, 2
1e-08, 2
1e-08, 3
2e-08, 8
1e-08, 0
2e-08, 8
1e-08, 2
1e-08, 4
1e-08, 0
1e-08, 3
2e-08, 5
1e-08, 0
2e-08, 8
2e-08, 4
2e-08, 7
2e-08, 6
2e-08, 5
2e-08, 6
2e-08, 5
2e-08, 2
2e-08, 14
2e-08, 2
2e-08, 6
2e-08, 8
2e-08, 15
2e-08, 6
2e-08, 0
2e-08, 2
2e-08, 8
2e-08, 4
2e-08, 5
2e-08, 3
2e-08, 4
2e-08, 4
2e-08, 9
2e-08, 8
2e-08, 4
2e-08, 23
2e-08, 27
2e-08, 2
2e-08, 12
2e-08, 3
2e-08, 4
2e-08, 10
2e-08, 12
2e-08, 10
2e-08, 2
2e-08, 10
2e-08, 3
2e-08, 7
2e-08, 9
2e-08, 9
2e-08, 6
2e-08, 27
2e-08, 7
2e-08, 13
2e-08, 8
2e-08, 8
2e-08, 10
2e-08, 4
2e-08, 8
2e-08, 8
2e-08, 11
2e-08, 6
2e-08, 13
2e-08, 12
2e-08, 2
2e-08, 5
2e-08, 8
2e-08, 6
2e-08, 15
2e-08, 4
2e-08, 12
2e-08, 16
2e-08, 10
2e-08, 6
2e-08, 16
2e-08, 8
2e-08, 13
2e-08, 13
2e-08, 10
2e-08, 6
2e-08, 2
2e-08, 6
2e-08, 6
2e-08, 6
2e-08, 17
2e-08, 20
2e-08, 7
2e-08, 23
2e-08, 6
2e-08, 10
2e-08, 10
2e-08, 10
2e-08, 7
2e-08, 7
2e-08, 5
2e-08, 2
2e-08, 2
2e-08, 25
2e-08, 2
2e-08, 4
2e-08, 10
2e-08, 11
2e-08, 6
2e-08, 2
2e-08, 13
2e-08, 10
2e-08, 8
2e-08, 8
2e-08, 2
2e-08, 4
2e-08, 23
2e-08, 16
2e-08, 10
2e-08, 3
2e-08, 2
2e-08, 17
2e-08, 21
2e-08, 9
2e-08, 12
2e-08, 4
2e-08, 6
1.4e-07, 11
2e-08, 7
2e-08, 13
2e-08, 6
2e-08, 17
2e-08, 10
2e-08, 14
2e-08, 10
2e-08, 16
2e-08, 14
2e-08, 16
2e-08, 2
2e-08, 16
2e-08, 18
2e-08, 15
2e-08, 12
2e-08, 13
2e-08, 6
2e-08, 11
2e-08, 9
2e-08, 9
2e-08, 18
2e-08, 10
2e-08, 18
2e-08, 21
2e-08, 23
2e-08, 15
2e-08, 24
2e-08, 24
2e-08, 23
2e-08, 9
2e-08, 23
2e-08, 35
2e-08, 10
2e-08, 19
3e-08, 35
3e-08, 44
3e-08, 55
2e-08, 21
3e-08, 44
2e-08, 57
2e-08, 19
2e-08, 33
2e-08, 18
2e-08, 25
2e-08, 42
2e-08, 24
3e-08, 46
2e-08, 54
2e-08, 34
2e-08, 17
3e-08, 60
3e-08, 56
2e-08, 34
3e-08, 79
2e-08, 25
3e-08, 54
3e-08, 56
3e-08, 89
3e-08, 105
3e-08, 42
2e-08, 58
3e-08, 70
2e-08, 29
2e-08, 39
3e-08, 137
3e-08, 96
3e-08, 233
2e-08, 37
3e-08, 187
3e-08, 129
3e-08, 77
4e-08, 217
3e-08, 94
3e-08, 74
4e-08, 299
3e-08, 78
3e-08, 51
4e-08, 467
