8e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 2
1e-08, 2
1e-08, 0
1e-08, 0
1e-08, 8
1e-08, 0
1e-08, 2
1e-08, 2
1e-08, 2
1e-08, 6
1e-08, 0
1e-08, 2
1e-08, 4
1e-08, 2
1e-08, 2
1e-08, 8
1e-08, 2
1e-08, 2
1e-08, 0
1e-08, 4
2e-08, 8
1e-08, 2
1e-08, 6
1e-08, 4
1e-08, 2
2e-08, 8
2e-08, 6
1e-08, 2
2e-08, 2
2e-08, 6
2e-08, 4
2e-08, 2
2e-08, 6
2e-08, 11
2e-08, 2
2e-08, 4
2e-08, 15
2e-08, 6
2e-08, 6
2e-08, 6
2e-08, 4
2e-08, 2
2e-08, 8
2e-08, 10
2e-08, 15
2e-08, 6
2e-08, 10
2e-08, 4
2e-08, 12
2e-08, 13
2e-08, 12
2e-08, 4
2e-08, 8
2e-08, 2
2e-08, 15
2e-08, 12
2e-08, 20
2e-08, 6
2e-08, 11
2e-08, 8
2e-08, 7
2e-08, 13
2e-08, 15
2e-08, 12
2e-08, 6
2e-08, 12
2e-08, 6
2e-08, 10
2e-08, 6
2e-08, 8
2e-08, 16
2e-08, 26
2e-08, 9
2e-08, 14
2e-08, 13
2e-08, 8
2e-08, 8
2e-08, 4
2e-08, 13
2e-08, 14
2e-08, 6
2e-08, 9
2e-08, 17
2e-08, 8
2e-08, 18
2e-08, 15
2e-08, 20
2e-08, 25
2e-08, 15
2e-08, 16
2e-08, 15
2e-08, 17
2e-08, 13
2e-08, 17
2e-08, 22
2e-08, 10
2e-08, 12
2e-08, 8
2e-08, 13
2e-08, 9
2e-08, 12
2e-08, 28
2e-08, 25
2e-08, 17
2e-08, 21
2e-08, 36
2e-08, 22
2e-08, 11
2e-08, 26
2e-08, 23
2e-08, 25
2e-08, 8
2e-08, 20
3e-08, 19
3e-08, 26
2e-08, 20
2e-08, 14
2e-08, 24
3e-08, 29
2e-08, 27
2e-08, 14
2e-08, 6
2e-08, 12
2e-08, 18
2e-08, 21
2e-08, 13
2e-08, 18
2e-08, 19
2e-08, 24
2e-08, 28
2e-08, 26
3e-08, 39
2e-08, 18
2e-08, 25
2e-08, 6
2e-08, 30
3e-08, 40
2e-08, 14
2e-08, 15
2e-08, 19
2e-08, 13
2e-08, 22
3e-08, 42
2e-08, 23
2e-08, 24
2e-08, 28
2e-08, 29
2e-08, 21
2e-08, 23
2e-08, 27
4e-08, 28
3e-08, 30
2e-08, 15
3e-08, 36
3e-08, 37
3e-08, 35
3e-08, 36
3e-08, 34
2e-08, 26
3e-08, 37
2e-08, 24
2e-08, 33
3e-08, 40
2e-08, 31
2e-08, 30
2e-08, 23
2e-08, 27
3e-08, 31
3e-08, 37
3e-08, 41
2e-08, 26
3e-08, 37
2e-08, 24
3e-08, 45
2e-08, 38
3e-08, 44
3e-08, 28
3e-08, 43
3e-08, 52
3e-08, 29
2e-08, 37
3e-08, 52
3e-08, 65
3e-08, 42
3e-08, 43
3e-08, 36
2e-08, 31
2e-08, 18
3e-08, 48
3e-08, 44
3e-08, 53
2e-08, 28
3e-08, 33
3e-08, 35
2e-08, 26
3e-08, 43
3e-08, 48
3e-08, 35
3e-08, 40
3e-08, 50
3e-08, 53
3e-08, 47
3e-08, 75
3e-08, 45
3e-08, 72
3e-08, 54
3e-08, 45
3e-08, 33
3e-08, 35
3e-08, 35
3e-08, 58
3e-08, 51
3e-08, 71
3e-08, 48
2e-08, 29
3e-08, 61
3e-08, 48
3e-08, 54
3e-08, 45
3e-08, 53
3e-08, 76
3e-08, 82
3e-08, 39
3e-08, 59
3e-08, 55
3e-08, 73
3e-08, 73
3e-08, 45
3e-08, 53
3e-08, 41
2e-08, 34
3e-08, 55
3e-08, 75
3e-08, 61
3e-08, 53
3e-08, 71
3e-08, 69
3e-08, 58
3e-08, 74
3e-08, 70
3e-08, 70
3e-08, 59
3e-08, 88
3e-08, 86
3e-08, 63
3e-08, 52
3e-08, 54
4e-08, 104
3e-08, 67
3e-08, 83
4e-08, 142
3e-08, 54
3e-08, 63
3e-08, 104
3e-08, 85
3e-08, 72
3e-08, 75
3e-08, 67
3e-08, 43
3e-08, 101
3e-08, 69
4e-08, 82
4e-08, 110
3e-08, 94
3e-08, 64
4e-08, 96
3e-08, 90
4e-08, 121
3e-08, 52
3e-08, 99
4e-08, 95
4e-08, 122
4e-08, 103
3e-08, 69
4e-08, 163
4e-08, 114
3e-08, 79
4e-08, 138
4e-08, 130
4e-08, 128
4e-08, 146
4e-08, 124
4e-08, 115
4e-08, 116
3e-08, 68
4e-08, 187
3e-08, 67
3e-08, 98
3e-08, 59
3e-08, 76
4e-08, 127
3e-08, 69
4e-08, 106
4e-08, 127
4e-08, 138
4e-08, 142
4e-08, 194
4e-08, 185
4e-08, 148
4e-08, 111
3e-08, 82
4e-08, 167
4e-08, 147
3e-08, 90
4e-08, 108
4e-08, 117
4e-08, 171
4e-08, 130
4e-08, 127
4e-08, 173
4e-08, 131
4e-08, 197
4e-08, 170
4e-08, 113
4e-08, 110
3e-08, 76
4e-08, 114
4e-08, 100
3e-08, 127
4e-08, 116
4e-08, 152
4e-08, 137
4e-08, 103
5e-08, 241
4e-08, 309
3e-08, 76
4e-08, 202
4e-08, 201
5e-08, 357
4e-08, 168
4e-08, 163
4e-08, 191
4e-08, 164
4e-08, 86
4e-08, 183
4e-08, 304
4e-08, 202
4e-08, 317
5e-08, 443
4e-08, 214
5e-08, 302
4e-08, 191
4e-08, 371
4e-08, 202
4e-08, 215
4e-08, 120
4e-08, 145
4e-08, 112
3e-08, 83
6e-08, 432
6e-08, 701
5e-08, 522
5e-08, 367
4e-08, 215
4e-08, 296
4e-08, 153
5e-08, 388
1.7e-07, 174
8e-08, 385
9e-08, 416
6e-08, 496
7e-08, 521
5e-08, 310
5e-08, 287
6e-08, 369
5e-08, 242
7e-08, 393
7e-08, 489
6e-08, 346
9e-08, 619
9e-08, 742
7e-08, 496
7e-08, 395
1.1e-07, 310
8e-08, 388
1e-07, 746
8e-08, 392
1.1e-07, 853
1.1e-07, 600
2e-07, 2251
1.3e-07, 1049
7e-08, 352
1.5e-07, 1216
2.8e-07, 3808
1.2e-07, 1254
2.6e-07, 4552
3.7e-07, 8758
8e-08, 1070
2e-07, 3597
1.8e-07, 3123
