9e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
3.3e-07, 2
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
1e-08, 0
6e-08, 4
1e-07, 6
4e-08, 2
1e-08, 0
6e-08, 4
1e-08, 0
5e-08, 3
8e-08, 3
2e-08, 0
1e-08, 0
3e-08, 0
6e-08, 2
1e-07, 7
1.2e-07, 6
2e-08, 0
9e-08, 6
6e-08, 2
1e-08, 0
7e-08, 4
6e-08, 4
7e-08, 2
8e-08, 5
4e-08, 2
1.3e-07, 7
2.1e-07, 14
6e-08, 4
1.2e-07, 9
1.7e-07, 10
4e-08, 2
1.2e-07, 6
6e-08, 4
1.9e-07, 11
4e-08, 2
4e-08, 2
1.9e-07, 13
6e-08, 4
1.4e-07, 7
9e-08, 6
1.2e-07, 6
2e-08, 0
9e-08, 6
2e-07, 12
1.5e-07, 12
1.1e-07, 6
1.1e-07, 7
2e-08, 0
1.2e-07, 9
1.9e-07, 11
1.9e-07, 15
1.8e-07, 11
4e-08, 2
1.1e-07, 6
9e-08, 6
1.1e-07, 8
2e-08, 0
8e-08, 3
1.2e-07, 9
4e-08, 2
1.1e-07, 8
1.1e-07, 6
1.1e-07, 8
1.6e-07, 13
1.4e-07, 11
4e-08, 2
1e-07, 8
6e-08, 4
5e-08, 3
3.098e-05, 7
1.3e-07, 6
7e-08, 2
1.1e-07, 5
1e-07, 5
1e-07, 6
6e-08, 2
4e-08, 0
9e-08, 5
1.4e-07, 10
1.1e-07, 7
1.7e-07, 13
1e-07, 6
3e-08, 0
8e-08, 4
1.214e-05, 15
3e-07, 11
3e-07, 2
2.1e-07, 6
2.3e-07, 8
2.3e-07, 7
1.7e-07, 5
1.6e-07, 4
1.7e-07, 4
3.1e-07, 14
8e-08, 0
3.1e-07, 13
1.72e-05, 8
2.8e-07, 9
4.2e-07, 20
4.8e-07, 24
2.8e-07, 12
2.6e-07, 10
2.1e-07, 7
3e-07, 12
2.2e-07, 8
2e-07, 7
2.6e-07, 10
1.2e-07, 5
1.3e-07, 8
1.3e-07, 8
1.2e-07, 8
8e-08, 4
1.7e-07, 12
1.2e-07, 8
1.3e-07, 8
1e-07, 6
1.1e-07, 7
6.1e-07, 10
2.7e-07, 11
2e-07, 8
1.1e-07, 6
2.2e-07, 17
1.2e-07, 8
7e-08, 3
2.7e-07, 9
8.4e-07, 13
1.9e-07, 7
2.2e-07, 9
1.6e-07, 5
2.9e-07, 13
1.4e-07, 4
3.9e-07, 19
1.7e-07, 6
6.523e-05, 9
2.6e-07, 15
1.9e-07, 11
1.7e-07, 4
9e-08, 2
1.1e-07, 4
2.1e-07, 13
1.1e-07, 5
1.3e-07, 7
1.9e-07, 8
4.6e-07, 24
1.9e-07, 0
2.5e-07, 10
4.6e-07, 8
2.4e-07, 9
2.6e-07, 6
1.6e-07, 2
8.88e-06, 4
3.3e-07, 19
4.2e-07, 17
3.4e-07, 23
3.2e-07, 22
2.9e-07, 13
1e-07, 4
1.8e-07, 6
1.9e-07, 12
1.5e-07, 6
1.3e-07, 7
1.9e-07, 9
1.3e-07, 7
2e-07, 13
1e-07, 4
1.1e-07, 6
1.6e-07, 5
1.7e-07, 11
1.7e-07, 6
2.2e-07, 16
1.3e-07, 4
6e-08, 2
1e-07, 5
1.4e-07, 6
8e-08, 4
1.6e-07, 8
2e-07, 15
2.2e-07, 10
1.9e-07, 14
2.8e-07, 18
1e-07, 6
2.2e-07, 10
1e-07, 6
2.4e-07, 12
3.5e-07, 27
1e-07, 6
1.4e-07, 10
2.5e-07, 20
3.927e-05, 24
3.4e-07, 19
1.8e-07, 11
1.074e-05, 23
3.3e-07, 23
3.378e-05, 11
4.4e-07, 18
6.1e-07, 33
4.3e-07, 20
2e-06, 35
7.2e-07, 40
7.5e-07, 45
1.41e-06, 26
2.9e-07, 17
9.7e-07, 31
2.26e-06, 37
7.6e-07, 36
3.896e-05, 37
3.1e-07, 21
2.5e-07, 16
